"Head_Coach","Coach","weight","group","group_count","lrole","tW","tPyW","tg_hc","ftm","ltm","fy_hc","ly_hc","fy_a","ly_a","TYr","nw","pyw500","above500","odo","cord","lodo","lcord"
"Sean McVay","Brandon Staley",1,"DC",1,"DC",60,57.95,98,"LA","LA",2017,2022,2020,2020,1,1,1,1,2,1,2,1
"Sean McVay","Matt LaFleur",1,"OC",1,"OC",60,57.95,98,"LA","LA",2017,2022,2017,2017,1,1,1,1,1,1,1,1
"Sean McVay","Zac Taylor",2,"aOC",2,"aOC",60,57.95,98,"LA","LA",2017,2022,2017,2018,2,1,1,1,1,0,1,0
"Sean Payton","Dan Campbell",10,"aOC",5,"aOC",152,147.76,241,"NO","NO",2006,2021,2016,2020,5,2,1,1,1,0,1,0
"Sean Payton","Dennis Allen",5,"aDC",5,"aDC",152,147.76,241,"NO","NO",2006,2021,2006,2010,5,1,1,1,2,0,2,0
"Sean Payton","Doug Marrone",3,"OC",3,"OC",152,147.76,241,"NO","NO",2006,2021,2006,2008,3,1,1,1,1,1,1,1
"Sean Payton","Marc Trestman",1,"aC",1,"aC",152,147.76,241,"NO","NO",2006,2021,2007,2007,1,1,1,1,3,0,3,0
"Sid Gillman","Bum Phillips",5,"aDC",3,"DC",39,36.75,75,"LAC","TEN",1966,1974,1967,1974,5,1,0,1,2,0,2,1
"Sid Gillman","Charlie Waller",3,"aOC",3,"aOC",39,36.75,75,"LAC","TEN",1966,1974,1966,1968,3,1,0,1,1,0,1,0
"Sid Gillman","Ed Biles",1,"aDC",1,"aDC",39,36.75,75,"LAC","TEN",1966,1974,1974,1974,1,1,0,1,2,0,2,0
"Sid Gillman","Richie Petitbon",1,"aDC",1,"aDC",39,36.75,75,"LAC","TEN",1966,1974,1974,1974,1,1,0,1,2,0,2,0
"Steve Mariucci","Adam Gase",3,"Scout",2,"aOC",72,69.07,139,"SF","DET",1997,2005,2003,2005,3,1,0,1,3,0,1,0
"Steve Mariucci","Dan Quinn",2,"aDC",2,"aDC",72,69.07,139,"SF","DET",1997,2005,2001,2002,2,1,0,1,2,0,2,0
"Steve Mariucci","Marty Mornhinweg",8,"aOC",4,"OC",72,69.07,139,"SF","DET",1997,2005,1997,2000,4,2,0,1,1,0,1,1
"Steve Spagnuolo","Pat Shurmur",2,"OC",2,"OC",11,11.67,52,"LA","NYG",2009,2017,2009,2010,2,1,0,0,1,1,1,1
"Steve Spurrier","Hue Jackson",2,"aOC",1,"OC",12,12,32,"WAS","WAS",2002,2003,2002,2003,2,1,0,0,1,0,1,1
"Steve Spurrier","Marvin Lewis",1,"DC",1,"DC",12,12,32,"WAS","WAS",2002,2003,2002,2002,1,1,0,0,2,1,2,1
"Ted Marchibroda","Bill Belichick",1,"aSTC",1,"aSTC",87,82.54,186,"IND","BAL",1975,1998,1975,1975,1,1,0,0,3,0,3,0
"Ted Marchibroda","Eric Mangini",2,"aOC",1,"aOC",87,82.54,186,"IND","BAL",1975,1998,1996,1996,1,2,0,0,1,0,1,0
"Ted Marchibroda","Jim Schwartz",3,"aDC",3,"aDC",87,82.54,186,"IND","BAL",1975,1998,1996,1998,3,1,0,0,2,0,2,0
"Ted Marchibroda","Ken Whisenhunt",2,"aOC",2,"aOC",87,82.54,186,"IND","BAL",1975,1998,1997,1998,2,1,0,0,1,0,1,0
"Ted Marchibroda","Marvin Lewis",3,"DC",3,"DC",87,82.54,186,"IND","BAL",1975,1998,1996,1998,3,1,0,0,2,1,2,1
"Ted Marchibroda","Pete McCulley",2,"aOC",2,"aOC",87,82.54,186,"IND","BAL",1975,1998,1975,1976,2,1,0,0,1,0,1,0
"Ted Marchibroda","Rick Venturi",3,"DC",2,"aDC",87,82.54,186,"IND","BAL",1975,1998,1992,1994,3,1,0,0,2,1,2,0
"Ted Marchibroda","Vince Tobin",2,"DC",2,"DC",87,82.54,186,"IND","BAL",1975,1998,1994,1995,2,1,0,0,2,1,2,1
"Todd Haley","Nick Sirianni",3,"aOC",3,"aOC",19,16.51,45,"KC","KC",2009,2011,2009,2011,3,1,0,0,1,0,1,0
"Tom Cable","Hue Jackson",1,"OC",1,"OC",17,14.87,44,"LV","LV",2008,2010,2010,2010,1,1,0,0,1,1,1,1
"Tom Coughlin","Ben McAdoo",2,"OC",2,"OC",170,170.57,320,"JAX","NYG",1995,2015,2014,2015,2,1,1,1,1,1,1,1
"Tom Coughlin","Bobby Petrino",3,"aOC",2,"OC",170,170.57,320,"JAX","NYG",1995,2015,1999,2001,3,1,1,1,1,0,1,1
"Tom Coughlin","Chris Palmer",2,"OC",2,"OC",170,170.57,320,"JAX","NYG",1995,2015,1997,1998,2,1,1,1,1,1,1,1
"Tom Coughlin","Dick Jauron",4,"DC",4,"DC",170,170.57,320,"JAX","NYG",1995,2015,1995,1998,4,1,1,1,2,1,2,1
"Tom Coughlin","Kevin Gilbride",2,"OC",2,"OC",170,170.57,320,"JAX","NYG",1995,2015,1995,1996,2,1,1,1,1,1,1,1
"Tom Coughlin","Lane Kiffin",1,"aDC",1,"aDC",170,170.57,320,"JAX","NYG",1995,2015,2000,2000,1,1,1,1,2,0,2,0
"Tom Coughlin","Matt Rhule",1,"aOC",1,"aOC",170,170.57,320,"JAX","NYG",1995,2015,2012,2012,1,1,1,1,1,0,1,0
"Tom Coughlin","Steve Spagnuolo",2,"DC",2,"DC",170,170.57,320,"JAX","NYG",1995,2015,2007,2008,2,1,1,1,2,1,2,1
"Tom Coughlin","Tony Sparano",1,"aOC",1,"aOC",170,170.57,320,"JAX","NYG",1995,2015,2002,2002,1,1,1,1,1,0,1,0
"Tom Fears","Ed Biles",2,"aDC",2,"aDC",13,14.53,49,"NO","NO",1967,1970,1969,1970,2,1,0,0,2,0,2,0
"Tom Fears","Ed Khayat",4,"aDC",4,"aDC",13,14.53,49,"NO","NO",1967,1970,1967,1970,4,1,0,0,2,0,2,0
"Tom Fears","J.D. Roberts",2,"aDC",2,"aDC",13,14.53,49,"NO","NO",1967,1970,1967,1968,2,1,0,0,2,0,2,0
"Tom Fears","Jerry Smith",2,"aDC",2,"aDC",13,14.53,49,"NO","NO",1967,1970,1969,1970,2,1,0,0,2,0,2,0
"Tom Flores","Art Shell",5,"aOC",5,"aOC",97,91.55,184,"LV","SEA",1979,1994,1983,1987,5,1,0,1,1,0,1,0
"Tom Landry","Dan Reeves",6,"OC",4,"OC",225,222.49,336,"DAL","DAL",1966,1988,1975,1980,6,1,1,1,1,1,1,1
"Tom Landry","Dick Nolan",2,"DC",2,"DC",225,222.49,336,"DAL","DAL",1966,1988,1966,1967,2,1,1,1,2,1,2,1
"Tom Landry","Gene Stallings",14,"aDC",14,"aDC",225,222.49,336,"DAL","DAL",1966,1988,1972,1985,14,1,1,1,2,0,2,0
"Tom Landry","John Mackovic",2,"aOC",2,"aOC",225,222.49,336,"DAL","DAL",1966,1988,1981,1982,2,1,1,1,1,0,1,0
"Tom Landry","Mike Ditka",18,"aOC",9,"aSTC",225,222.49,336,"DAL","DAL",1966,1988,1973,1981,9,2,1,1,1,0,3,0
"Tom Landry","Raymond Berry",2,"aOC",2,"aOC",225,222.49,336,"DAL","DAL",1966,1988,1968,1969,2,1,1,1,1,0,1,0
"Tom Landry","Ron Meyer",2,"Scout",2,"Scout",225,222.49,336,"DAL","DAL",1966,1988,1971,1972,2,1,1,1,3,0,3,0
"Tommy Hudspeth","Bill Belichick",2,"aOC",1,"aOC",11,10.88,24,"DET","DET",1976,1977,1976,1977,2,1,0,0,1,0,1,0
"Tommy Hudspeth","Jerry Glanville",1,"aSTC",1,"aSTC",11,10.88,24,"DET","DET",1976,1977,1976,1976,1,1,0,0,3,0,3,0
"Tommy Hudspeth","Joe Bugel",1,"aOC",1,"aOC",11,10.88,24,"DET","DET",1976,1977,1976,1976,1,1,0,0,1,0,1,0
"Tommy Prothro","Bill Walsh",1,"OC",1,"OC",35,37.62,88,"LA","LAC",1971,1978,1976,1976,1,1,0,0,1,1,1,1
"Tommy Prothro","Dick Vermeil",2,"aOC",2,"aOC",35,37.62,88,"LA","LAC",1971,1978,1971,1972,2,1,0,0,1,0,1,0
"Tommy Prothro","Ray Perkins",1,"OC",1,"OC",35,37.62,88,"LA","LAC",1971,1978,1978,1978,1,1,0,0,1,1,1,1
"Tommy Prothro","Rich Brooks",2,"aSTC",2,"aSTC",35,37.62,88,"LA","LAC",1971,1978,1971,1972,2,1,0,0,3,0,3,0
"Tony Dungy","Frank Reich",3,"Intern",2,"aOC",139,129.34,208,"TB","IND",1996,2008,2006,2008,3,1,1,1,3,0,1,0
"Tony Dungy","Herm Edwards",10,"aDC",5,"aHC",139,129.34,208,"TB","IND",1996,2008,1996,2000,5,2,1,1,2,0,3,0
"Tony Dungy","Jim Caldwell",15,"aOC",8,"aOC",139,129.34,208,"TB","IND",1996,2008,2001,2008,8,1.875,1,1,1,0,1,0
"Tony Dungy","Leslie Frazier",2,"aDC",2,"aDC",139,129.34,208,"TB","IND",1996,2008,2005,2006,2,1,1,1,2,0,2,0
"Tony Dungy","Lovie Smith",5,"aDC",5,"aDC",139,129.34,208,"TB","IND",1996,2008,1996,2000,5,1,1,1,2,0,2,0
"Tony Dungy","Mike Tomlin",1,"aDC",1,"aDC",139,129.34,208,"TB","IND",1996,2008,2001,2001,1,1,1,1,2,0,2,0
"Tony Dungy","Rod Marinelli",6,"aDC",6,"aDC",139,129.34,208,"TB","IND",1996,2008,1996,2001,6,1,1,1,2,0,2,0
"Tony Sparano","Dan Campbell",2,"aOC",1,"aOC",32,31.58,73,"MIA","LV",2008,2014,2010,2011,2,1,0,0,1,0,1,0
"Tony Sparano","Todd Bowles",8,"aDC",4,"aHC",32,31.58,73,"MIA","LV",2008,2014,2008,2011,4,2,0,0,2,0,3,0
"Vic Fangio","Brandon Staley",1,"aDC",1,"aDC",19,20.91,49,"DEN","DEN",2019,2021,2019,2019,1,1,0,0,2,0,2,0
"Vince Lombardi","Harland Svare",1,"DC",1,"DC",28,29.03,42,"GB","WAS",1966,1969,1969,1969,1,1,1,1,2,1,2,1
"Vince Lombardi","Jerry Burns",2,"aDC",2,"aDC",28,29.03,42,"GB","WAS",1966,1969,1966,1967,2,1,1,1,2,0,2,0
"Vince Lombardi","Mike McCormack",1,"aDC",1,"aDC",28,29.03,42,"GB","WAS",1966,1969,1969,1969,1,1,1,1,2,0,2,0
"Vince Lombardi","Phil Bengtson",2,"DC",2,"DC",28,29.03,42,"GB","WAS",1966,1969,1966,1967,2,1,1,1,2,1,2,1
"Vince Tobin","Dave McGinnis",5,"DC",5,"DC",27,22.33,73,"ARI","ARI",1996,2000,1996,2000,5,1,0,0,2,1,2,1
"Vince Tobin","Jim Fassel",1,"OC",1,"OC",27,22.33,73,"ARI","ARI",1996,2000,1996,1996,1,1,0,0,1,1,1,1
"Vince Tobin","Marc Trestman",3,"OC",3,"OC",27,22.33,73,"ARI","ARI",1996,2000,1998,2000,3,1,0,0,1,1,1,1
"Wade Phillips","Jason Garrett",7,"OC",4,"OC",82,80.63,146,"NO","HOU",1985,2013,2007,2010,4,1.75,1,1,1,1,1,1
"Wade Phillips","Jim Fassel",2,"OC",2,"OC",82,80.63,146,"NO","HOU",1985,2013,1993,1994,2,1,1,1,1,1,1,1
"Wade Phillips","Todd Bowles",1,"aDC",1,"aDC",82,80.63,146,"NO","HOU",1985,2013,2007,2007,1,1,1,1,2,0,2,0
"Wade Phillips","Tony Sparano",2,"aOC",1,"aOC",82,80.63,146,"NO","HOU",1985,2013,2007,2007,1,2,1,1,1,0,1,0
"Walt Michaels","Dan Henning",4,"aOC",4,"aOC",39,40.19,87,"NYJ","NYJ",1977,1982,1977,1978,2,2,0,0,1,0,1,0
"Walt Michaels","Joe Walton",2,"OC",2,"OC",39,40.19,87,"NYJ","NYJ",1977,1982,1981,1982,2,1,0,0,1,1,1,1
"Wayne Fontes","June Jones",4,"aOC",4,"aOC",66,64.38,133,"DET","DET",1988,1996,1989,1990,2,2,0,0,1,0,1,0
"Weeb Ewbank","Buddy Ryan",6,"aDC",6,"aDC",56,57.96,112,"NYJ","NYJ",1966,1973,1968,1973,6,1,1,1,2,0,2,0
"Weeb Ewbank","Chuck Knox",1,"aOC",1,"aOC",56,57.96,112,"NYJ","NYJ",1966,1973,1966,1966,1,1,1,1,1,0,1,0
"Weeb Ewbank","Clive Rush",3,"OC",3,"OC",56,57.96,112,"NYJ","NYJ",1966,1973,1966,1968,3,1,1,1,1,1,1,1
"Weeb Ewbank","Ed Biles",3,"aDC",2,"aDC",56,57.96,112,"NYJ","NYJ",1966,1973,1971,1973,3,1,1,1,2,0,2,0
"Weeb Ewbank","Ken Meyer",4,"aOC",4,"aOC",56,57.96,112,"NYJ","NYJ",1966,1973,1969,1972,4,1,1,1,1,0,1,0
"Weeb Ewbank","Walt Michaels",11,"aDC",11,"aDC",56,57.96,112,"NYJ","NYJ",1966,1973,1966,1971,6,1.83333333333333,1,1,2,0,2,0
