"Week","Day","Date","Time","W.T","L.T","PtsW","PtsL","YdsW","TOW","YdsL","TOL","Home","Away","T","HW","HL","AW","AL","Season","Home_Coach","Away_Coach"
9,"Sun","1989-11-05","4:00PM","Denver Broncos","Pittsburgh Steelers",34,7,414,2,170,1,1,0,0,1,0,0,1,1989,"Dan Reeves","Chuck Noll"
9,"Sun","1989-11-05","4:00PM","San Diego Chargers","Philadelphia Eagles",20,17,358,3,373,3,1,0,0,1,0,0,1,1989,"Dan Henning","Buddy Ryan"
9,"Sun","1989-11-05","8:00PM","Dallas Cowboys","Washington Redskins",13,3,262,0,346,2,0,1,0,0,1,1,0,1989,"Joe Gibbs","Jimmy Johnson"
9,"Mon","1989-11-06","9:00PM","San Francisco 49ers","New Orleans Saints",31,13,397,0,243,2,1,0,0,1,0,0,1,1989,"George Seifert","Jim Mora"
10,"Sun","1989-11-12","1:00PM","Buffalo Bills","Indianapolis Colts",30,7,393,0,189,3,1,0,0,1,0,0,1,1989,"Marv Levy","Ron Meyer"
10,"Sun","1989-11-12","1:00PM","Chicago Bears","Pittsburgh Steelers",20,0,337,4,216,6,0,1,0,0,1,1,0,1989,"Chuck Noll","Mike Ditka"
10,"Sun","1989-11-12","1:00PM","Denver Broncos","Kansas City Chiefs",16,13,213,1,312,2,0,1,0,0,1,1,0,1989,"Marty Schottenheimer","Dan Reeves"
10,"Sun","1989-11-12","1:00PM","Detroit Lions","Green Bay Packers",31,22,128,2,432,4,1,0,0,1,0,0,1,1989,"Wayne Fontes","Lindy Infante"
10,"Sun","1989-11-12","1:00PM","Miami Dolphins","New York Jets",31,23,447,3,410,3,0,1,0,0,1,1,0,1989,"Joe Walton","Don Shula"
10,"Sun","1989-11-12","1:00PM","Minnesota Vikings","Tampa Bay Buccaneers",24,10,303,1,201,2,0,1,0,0,1,1,0,1989,"Ray Perkins","Jerry Burns"
10,"Sun","1989-11-12","1:00PM","New Orleans Saints","New England Patriots",28,24,211,1,354,4,0,1,0,0,1,1,0,1989,"Raymond Berry","Jim Mora"
10,"Sun","1989-11-12","1:00PM","Washington Redskins","Philadelphia Eagles",10,3,254,1,204,2,0,1,0,0,1,1,0,1989,"Buddy Ryan","Joe Gibbs"
10,"Sun","1989-11-12","4:00PM","San Francisco 49ers","Atlanta Falcons",45,3,515,2,192,1,1,0,0,1,0,0,1,1989,"George Seifert","Marion Campbell"
10,"Sun","1989-11-12","4:00PM","Cleveland Browns","Seattle Seahawks",17,7,277,0,180,3,0,1,0,0,1,1,0,1989,"Chuck Knox","Bud Carson"
10,"Sun","1989-11-12","4:00PM","Phoenix Cardinals","Dallas Cowboys",24,20,385,0,444,4,1,0,0,1,0,0,1,1989,"Gene Stallings","Jimmy Johnson"
10,"Sun","1989-11-12","4:00PM","Los Angeles Rams","New York Giants",31,10,445,2,207,2,1,0,0,1,0,0,1,1989,"John Robinson","Bill Parcells"
10,"Sun","1989-11-12","8:00PM","San Diego Chargers","Los Angeles Raiders",14,12,202,2,295,3,1,0,0,1,0,0,1,1989,"Dan Henning","Art Shell"
10,"Mon","1989-11-13","9:00PM","Houston Oilers","Cincinnati Bengals",26,24,311,1,337,1,1,0,0,1,0,0,1,1989,"Jerry Glanville","Sam Wyche"
11,"Sun","1989-11-19","1:00PM","New Orleans Saints","Atlanta Falcons",26,17,354,4,267,1,0,1,0,0,1,1,0,1989,"Marion Campbell","Jim Mora"
11,"Sun","1989-11-19","1:00PM","New England Patriots","Buffalo Bills",33,24,359,4,424,6,1,0,0,1,0,0,1,1989,"Raymond Berry","Marv Levy"
11,"Sun","1989-11-19","1:00PM","Tampa Bay Buccaneers","Chicago Bears",32,31,390,0,377,4,0,1,0,0,1,1,0,1989,"Mike Ditka","Ray Perkins"
11,"Sun","1989-11-19","1:00PM","Cincinnati Bengals","Detroit Lions",42,7,546,3,278,5,1,0,0,1,0,0,1,1989,"Sam Wyche","Wayne Fontes"
11,"Sun","1989-11-19","1:00PM","Kansas City Chiefs","Cleveland Browns",10,10,307,3,261,5,0,1,1,0,0,0,0,1989,"Bud Carson","Marty Schottenheimer"
11,"Sun","1989-11-19","1:00PM","Miami Dolphins","Dallas Cowboys",17,14,303,1,428,2,0,1,0,0,1,1,0,1989,"Jimmy Johnson","Don Shula"
11,"Sun","1989-11-19","1:00PM","Philadelphia Eagles","Minnesota Vikings",10,9,270,1,219,5,1,0,0,1,0,0,1,1989,"Buddy Ryan","Jerry Burns"
11,"Sun","1989-11-19","1:00PM","Pittsburgh Steelers","San Diego Chargers",20,17,191,1,359,3,1,0,0,1,0,0,1,1989,"Chuck Noll","Dan Henning"
11,"Sun","1989-11-19","4:00PM","Los Angeles Rams","Phoenix Cardinals",37,14,436,1,292,4,1,0,0,1,0,0,1,1989,"John Robinson","Gene Stallings"
11,"Sun","1989-11-19","4:00PM","Green Bay Packers","San Francisco 49ers",21,17,248,1,360,4,0,1,0,0,1,1,0,1989,"George Seifert","Lindy Infante"
11,"Sun","1989-11-19","4:00PM","New York Giants","Seattle Seahawks",15,3,349,1,195,2,1,0,0,1,0,0,1,1989,"Bill Parcells","Chuck Knox"
11,"Sun","1989-11-19","4:00PM","Houston Oilers","Los Angeles Raiders",23,7,419,2,243,5,1,0,0,1,0,0,1,1989,"Jerry Glanville","Art Shell"
11,"Sun","1989-11-19","8:00PM","Indianapolis Colts","New York Jets",27,10,424,0,354,3,1,0,0,1,0,0,1,1989,"Ron Meyer","Joe Walton"
11,"Mon","1989-11-20","9:00PM","Denver Broncos","Washington Redskins",14,10,232,2,223,2,0,1,0,0,1,1,0,1989,"Joe Gibbs","Dan Reeves"
12,"Thu","1989-11-23","12:30PM","Detroit Lions","Cleveland Browns",13,10,271,1,359,2,1,0,0,1,0,0,1,1989,"Wayne Fontes","Bud Carson"
12,"Thu","1989-11-23","4:00PM","Philadelphia Eagles","Dallas Cowboys",27,0,381,1,191,5,0,1,0,0,1,1,0,1989,"Jimmy Johnson","Buddy Ryan"
12,"Sun","1989-11-26","1:00PM","New York Jets","Atlanta Falcons",27,7,318,2,213,1,1,0,0,1,0,0,1,1989,"Joe Walton","Marion Campbell"
12,"Sun","1989-11-26","1:00PM","Buffalo Bills","Cincinnati Bengals",24,7,345,2,298,3,1,0,0,1,0,0,1,1989,"Marv Levy","Sam Wyche"
12,"Sun","1989-11-26","1:00PM","Indianapolis Colts","San Diego Chargers",10,6,264,2,314,1,1,0,0,1,0,0,1,1989,"Ron Meyer","Dan Henning"
12,"Sun","1989-11-26","1:00PM","Green Bay Packers","Minnesota Vikings",20,19,332,1,377,2,1,0,0,1,0,0,1,1989,"Lindy Infante","Jerry Burns"
12,"Sun","1989-11-26","1:00PM","Kansas City Chiefs","Houston Oilers",34,0,313,1,215,1,1,0,0,1,0,0,1,1989,"Marty Schottenheimer","Jerry Glanville"
12,"Sun","1989-11-26","1:00PM","Pittsburgh Steelers","Miami Dolphins",34,14,292,0,302,5,0,1,0,0,1,1,0,1989,"Don Shula","Chuck Noll"
12,"Sun","1989-11-26","4:00PM","Washington Redskins","Chicago Bears",38,14,492,2,191,3,1,0,0,1,0,0,1,1989,"Joe Gibbs","Mike Ditka"
12,"Sun","1989-11-26","4:00PM","Tampa Bay Buccaneers","Phoenix Cardinals",14,13,260,2,237,2,0,1,0,0,1,1,0,1989,"Hank Kuhlmann","Ray Perkins"
12,"Sun","1989-11-26","4:00PM","Denver Broncos","Seattle Seahawks",41,14,353,0,325,4,1,0,0,1,0,0,1,1989,"Dan Reeves","Chuck Knox"
12,"Sun","1989-11-26","4:00PM","Los Angeles Raiders","New England Patriots",24,21,268,0,224,3,1,0,0,1,0,0,1,1989,"Art Shell","Raymond Berry"
12,"Sun","1989-11-26","8:00PM","Los Angeles Rams","New Orleans Saints",20,17,472,3,301,2,0,1,0,0,1,1,0,1989,"Jim Mora","John Robinson"
12,"Mon","1989-11-27","9:00PM","San Francisco 49ers","New York Giants",34,24,381,3,342,5,1,0,0,1,0,0,1,1989,"George Seifert","Bill Parcells"
13,"Sun","1989-12-03","1:00PM","San Francisco 49ers","Atlanta Falcons",23,10,425,1,263,2,0,1,0,0,1,1,0,1989,"Jim Hanifan","George Seifert"
13,"Sun","1989-12-03","1:00PM","Cincinnati Bengals","Cleveland Browns",21,0,298,3,264,3,0,1,0,0,1,1,0,1989,"Bud Carson","Sam Wyche"
13,"Sun","1989-12-03","1:00PM","New England Patriots","Indianapolis Colts",22,16,426,2,295,3,1,0,0,1,0,0,1,1989,"Raymond Berry","Ron Meyer"
13,"Sun","1989-12-03","1:00PM","Los Angeles Rams","Dallas Cowboys",35,31,403,3,303,4,0,1,0,0,1,1,0,1989,"Jimmy Johnson","John Robinson"
13,"Sun","1989-12-03","1:00PM","Detroit Lions","New Orleans Saints",21,14,401,2,169,2,1,0,0,1,0,0,1,1989,"Wayne Fontes","Jim Mora"
13,"Sun","1989-12-03","1:00PM","Green Bay Packers","Tampa Bay Buccaneers",17,16,376,3,258,5,0,1,0,0,1,1,0,1989,"Ray Perkins","Lindy Infante"
13,"Sun","1989-12-03","1:00PM","Kansas City Chiefs","Miami Dolphins",26,21,438,3,291,3,1,0,0,1,0,0,1,1989,"Marty Schottenheimer","Don Shula"
13,"Sun","1989-12-03","1:00PM","Philadelphia Eagles","New York Giants",24,17,279,2,294,5,0,1,0,0,1,1,0,1989,"Bill Parcells","Buddy Ryan"
13,"Sun","1989-12-03","1:00PM","Houston Oilers","Pittsburgh Steelers",23,16,284,3,212,1,0,1,0,0,1,1,0,1989,"Chuck Noll","Jerry Glanville"
13,"Sun","1989-12-03","4:00PM","Washington Redskins","Phoenix Cardinals",29,10,303,1,263,3,0,1,0,0,1,1,0,1989,"Hank Kuhlmann","Joe Gibbs"
13,"Sun","1989-12-03","4:00PM","Los Angeles Raiders","Denver Broncos",16,13,257,1,332,2,1,0,0,1,0,0,1,1989,"Art Shell","Dan Reeves"
13,"Sun","1989-12-03","4:00PM","New York Jets","San Diego Chargers",20,17,249,4,258,2,0,1,0,0,1,1,0,1989,"Dan Henning","Joe Walton"
13,"Sun","1989-12-03","8:00PM","Minnesota Vikings","Chicago Bears",27,16,387,2,315,2,1,0,0,1,0,0,1,1989,"Jerry Burns","Mike Ditka"
13,"Mon","1989-12-04","9:00PM","Seattle Seahawks","Buffalo Bills",17,16,355,2,232,2,1,0,0,1,0,0,1,1989,"Chuck Knox","Marv Levy"
14,"Sun","1989-12-10","1:00PM","Minnesota Vikings","Atlanta Falcons",43,17,457,1,255,3,1,0,0,1,0,0,1,1989,"Jerry Burns","Jim Hanifan"
14,"Sun","1989-12-10","1:00PM","New Orleans Saints","Buffalo Bills",22,19,436,2,279,4,0,1,0,0,1,1,0,1989,"Marv Levy","Jim Mora"
14,"Sun","1989-12-10","1:00PM","Detroit Lions","Chicago Bears",27,17,295,2,302,2,0,1,0,0,1,1,0,1989,"Mike Ditka","Wayne Fontes"
14,"Sun","1989-12-10","1:00PM","Seattle Seahawks","Cincinnati Bengals",24,17,361,1,365,1,0,1,0,0,1,1,0,1989,"Sam Wyche","Chuck Knox"
14,"Sun","1989-12-10","1:00PM","Philadelphia Eagles","Dallas Cowboys",20,10,280,0,194,1,1,0,0,1,0,0,1,1989,"Buddy Ryan","Jimmy Johnson"
14,"Sun","1989-12-10","1:00PM","Kansas City Chiefs","Green Bay Packers",21,3,381,3,208,2,0,1,0,0,1,1,0,1989,"Lindy Infante","Marty Schottenheimer"
14,"Sun","1989-12-10","1:00PM","Pittsburgh Steelers","New York Jets",13,0,317,1,313,3,0,1,0,0,1,1,0,1989,"Joe Walton","Chuck Noll"
14,"Sun","1989-12-10","1:00PM","Houston Oilers","Tampa Bay Buccaneers",20,17,284,2,353,2,1,0,0,1,0,0,1,1989,"Jerry Glanville","Ray Perkins"
14,"Sun","1989-12-10","1:00PM","Washington Redskins","San Diego Chargers",26,21,389,1,427,1,1,0,0,1,0,0,1,1989,"Joe Gibbs","Dan Henning"
14,"Sun","1989-12-10","4:00PM","Indianapolis Colts","Cleveland Browns",23,17,396,1,470,4,1,0,0,1,0,0,1,1989,"Ron Meyer","Bud Carson"
14,"Sun","1989-12-10","4:00PM","Los Angeles Raiders","Phoenix Cardinals",16,14,384,1,248,2,1,0,0,1,0,0,1,1989,"Art Shell","Hank Kuhlmann"
14,"Sun","1989-12-10","4:00PM","New York Giants","Denver Broncos",14,7,261,0,367,0,0,1,0,0,1,1,0,1989,"Dan Reeves","Bill Parcells"
14,"Sun","1989-12-10","8:00PM","Miami Dolphins","New England Patriots",31,10,408,1,297,2,1,0,0,1,0,0,1,1989,"Don Shula","Raymond Berry"
14,"Mon","1989-12-11","9:00PM","San Francisco 49ers","Los Angeles Rams",30,27,502,2,337,2,0,1,0,0,1,1,0,1989,"John Robinson","George Seifert"
15,"Sat","1989-12-16","12:30PM","New York Giants","Dallas Cowboys",15,0,273,0,108,1,1,0,0,1,0,0,1,1989,"Bill Parcells","Jimmy Johnson"
15,"Sat","1989-12-16","4:00PM","Denver Broncos","Phoenix Cardinals",37,0,475,2,101,3,0,1,0,0,1,1,0,1989,"Hank Kuhlmann","Dan Reeves"
15,"Sun","1989-12-17","1:00PM","Green Bay Packers","Chicago Bears",40,28,456,1,355,5,0,1,0,0,1,1,0,1989,"Mike Ditka","Lindy Infante"
15,"Sun","1989-12-17","1:00PM","Cincinnati Bengals","Houston Oilers",61,7,584,2,194,5,1,0,0,1,0,0,1,1989,"Sam Wyche","Jerry Glanville"
15,"Sun","1989-12-17","1:00PM","Cleveland Browns","Minnesota Vikings",23,17,320,2,316,1,1,0,0,1,0,0,1,1989,"Bud Carson","Jerry Burns"
15,"Sun","1989-12-17","1:00PM","Indianapolis Colts","Miami Dolphins",42,13,305,1,242,3,1,0,0,1,0,0,1,1989,"Ron Meyer","Don Shula"
15,"Sun","1989-12-17","1:00PM","Detroit Lions","Tampa Bay Buccaneers",33,7,382,2,225,5,1,0,0,1,0,0,1,1989,"Wayne Fontes","Ray Perkins"
15,"Sun","1989-12-17","1:00PM","San Diego Chargers","Kansas City Chiefs",20,13,376,4,214,3,0,1,0,0,1,1,0,1989,"Marty Schottenheimer","Dan Henning"
15,"Sun","1989-12-17","1:00PM","Pittsburgh Steelers","New England Patriots",28,10,347,1,403,3,1,0,0,1,0,0,1,1989,"Chuck Noll","Raymond Berry"
15,"Sun","1989-12-17","4:00PM","Washington Redskins","Atlanta Falcons",31,30,507,3,374,2,0,1,0,0,1,1,0,1989,"Jim Hanifan","Joe Gibbs"
15,"Sun","1989-12-17","4:00PM","San Francisco 49ers","Buffalo Bills",21,10,283,2,301,5,1,0,0,1,0,0,1,1989,"George Seifert","Marv Levy"
15,"Sun","1989-12-17","4:00PM","Los Angeles Rams","New York Jets",38,14,422,1,291,4,1,0,0,1,0,0,1,1989,"John Robinson","Joe Walton"
15,"Sun","1989-12-17","8:00PM","Seattle Seahawks","Los Angeles Raiders",23,17,350,0,273,1,1,0,0,1,0,0,1,1989,"Chuck Knox","Art Shell"
15,"Mon","1989-12-18","9:00PM","New Orleans Saints","Philadelphia Eagles",30,20,291,1,408,4,1,0,0,1,0,0,1,1989,"Jim Mora","Buddy Ryan"
16,"Sat","1989-12-23","12:30PM","Buffalo Bills","New York Jets",37,0,441,1,200,2,0,1,0,0,1,1,0,1989,"Joe Walton","Marv Levy"
16,"Sat","1989-12-23","4:00PM","Washington Redskins","Seattle Seahawks",29,0,456,1,201,4,0,1,0,0,1,1,0,1989,"Chuck Knox","Joe Gibbs"
16,"Sat","1989-12-23","8:00PM","Cleveland Browns","Houston Oilers",24,20,324,1,483,2,0,1,0,0,1,1,0,1989,"Jerry Glanville","Bud Carson"
16,"Sun","1989-12-24","1:00PM","Detroit Lions","Atlanta Falcons",31,24,376,2,413,1,0,1,0,0,1,1,0,1989,"Jim Hanifan","Wayne Fontes"
16,"Sun","1989-12-24","1:00PM","New Orleans Saints","Indianapolis Colts",41,6,389,1,230,2,1,0,0,1,0,0,1,1989,"Jim Mora","Ron Meyer"
16,"Sun","1989-12-24","1:00PM","Philadelphia Eagles","Phoenix Cardinals",31,14,432,1,265,3,1,0,0,1,0,0,1,1989,"Buddy Ryan","Hank Kuhlmann"
16,"Sun","1989-12-24","1:00PM","Green Bay Packers","Dallas Cowboys",20,10,250,1,229,5,0,1,0,0,1,1,0,1989,"Jimmy Johnson","Lindy Infante"
16,"Sun","1989-12-24","1:00PM","Kansas City Chiefs","Miami Dolphins",27,24,342,1,381,1,0,1,0,0,1,1,0,1989,"Don Shula","Marty Schottenheimer"
16,"Sun","1989-12-24","1:00PM","Los Angeles Rams","New England Patriots",24,20,415,2,394,3,0,1,0,0,1,1,0,1989,"Raymond Berry","John Robinson"
16,"Sun","1989-12-24","1:00PM","New York Giants","Los Angeles Raiders",34,17,280,1,312,3,1,0,0,1,0,0,1,1989,"Bill Parcells","Art Shell"
16,"Sun","1989-12-24","1:00PM","Pittsburgh Steelers","Tampa Bay Buccaneers",31,22,316,3,321,1,0,1,0,0,1,1,0,1989,"Ray Perkins","Chuck Noll"
16,"Sun","1989-12-24","4:00PM","San Francisco 49ers","Chicago Bears",26,0,314,1,289,5,1,0,0,1,0,0,1,1989,"George Seifert","Mike Ditka"
16,"Sun","1989-12-24","4:00PM","San Diego Chargers","Denver Broncos",19,16,387,6,206,3,1,0,0,1,0,0,1,1989,"Dan Henning","Dan Reeves"
16,"Mon","1989-12-25","9:00PM","Minnesota Vikings","Cincinnati Bengals",29,21,393,1,429,5,1,0,0,1,0,0,1,1989,"Jerry Burns","Sam Wyche"
0,"Sun","1989-12-31","12:30PM","Los Angeles Rams","Philadelphia Eagles",21,7,409,3,306,3,0,1,0,0,1,1,0,1989,"Buddy Ryan","John Robinson"
0,"Sun","1989-12-31","4:00PM","Pittsburgh Steelers","Houston Oilers",26,23,289,1,380,2,0,1,0,0,1,1,0,1989,"Jerry Glanville","Chuck Noll"
0,"Sat","1990-01-06","12:30PM","Cleveland Browns","Buffalo Bills",34,30,325,1,453,3,1,0,0,1,0,0,1,1989,"Bud Carson","Marv Levy"
0,"Sat","1990-01-06","4:00PM","San Francisco 49ers","Minnesota Vikings",41,13,403,1,385,5,1,0,0,1,0,0,1,1989,"George Seifert","Jerry Burns"
0,"Sun","1990-01-07","12:30PM","Los Angeles Rams","New York Giants",19,13,448,2,344,1,0,1,0,0,1,1,0,1989,"Bill Parcells","John Robinson"
0,"Sun","1990-01-07","4:00PM","Denver Broncos","Pittsburgh Steelers",24,23,364,1,404,2,1,0,0,1,0,0,1,1989,"Dan Reeves","Chuck Noll"
0,"Sun","1990-01-14","1:30PM","Denver Broncos","Cleveland Browns",37,21,497,2,256,3,1,0,0,1,0,0,1,1989,"Dan Reeves","Bud Carson"
0,"Sun","1990-01-14","5:00PM","San Francisco 49ers","Los Angeles Rams",30,3,442,2,156,3,1,0,0,1,0,0,1,1989,"George Seifert","John Robinson"
0,"Sun","1990-01-28","5:00PM","San Francisco 49ers","Denver Broncos",55,10,461,0,167,4,0,0,0,0,0,0,0,1989,"Dan Reeves","George Seifert"
1,"Sun","1990-09-09","1:00PM","Chicago Bears","Seattle Seahawks",17,0,366,1,132,3,1,0,0,1,0,0,1,1990,"Mike Ditka","Chuck Knox"
1,"Sun","1990-09-09","1:00PM","Washington Redskins","Phoenix Cardinals",31,0,347,0,294,5,1,0,0,1,0,0,1,1990,"Joe Gibbs","Joe Bugel"
1,"Sun","1990-09-09","1:00PM","Tampa Bay Buccaneers","Detroit Lions",38,21,375,2,258,6,0,1,0,0,1,1,0,1990,"Wayne Fontes","Ray Perkins"
1,"Sun","1990-09-09","1:00PM","Green Bay Packers","Los Angeles Rams",36,24,333,1,408,5,1,0,0,1,0,0,1,1990,"Lindy Infante","John Robinson"
1,"Sun","1990-09-09","1:00PM","Kansas City Chiefs","Minnesota Vikings",24,21,304,1,354,3,1,0,0,1,0,0,1,1990,"Marty Schottenheimer","Jerry Burns"
1,"Sun","1990-09-09","4:00PM","Atlanta Falcons","Houston Oilers",47,27,301,2,418,6,1,0,0,1,0,0,1,1990,"Jerry Glanville","Jack Pardee"
1,"Sun","1990-09-09","4:00PM","Buffalo Bills","Indianapolis Colts",26,10,383,1,229,2,1,0,0,1,0,0,1,1990,"Marv Levy","Ron Meyer"
1,"Sun","1990-09-09","4:00PM","Cincinnati Bengals","New York Jets",25,20,303,2,342,3,1,0,0,1,0,0,1,1990,"Sam Wyche","Bruce Coslet"
1,"Sun","1990-09-09","4:00PM","Cleveland Browns","Pittsburgh Steelers",13,3,158,1,210,3,1,0,0,1,0,0,1,1990,"Bud Carson","Chuck Noll"
1,"Sun","1990-09-09","4:00PM","Dallas Cowboys","San Diego Chargers",17,14,249,1,212,2,1,0,0,1,0,0,1,1990,"Jimmy Johnson","Dan Henning"
1,"Sun","1990-09-09","4:00PM","Los Angeles Raiders","Denver Broncos",14,9,194,2,196,4,1,0,0,1,0,0,1,1990,"Art Shell","Dan Reeves"
1,"Sun","1990-09-09","4:00PM","Miami Dolphins","New England Patriots",27,24,432,4,265,0,0,1,0,0,1,1,0,1990,"Rod Rust","Don Shula"
1,"Sun","1990-09-09","8:00PM","New York Giants","Philadelphia Eagles",27,20,227,1,295,3,1,0,0,1,0,0,1,1990,"Bill Parcells","Buddy Ryan"
1,"Mon","1990-09-10","9:00PM","San Francisco 49ers","New Orleans Saints",13,12,237,2,268,5,0,1,0,0,1,1,0,1990,"Jim Mora","George Seifert"
2,"Sun","1990-09-16","1:00PM","Detroit Lions","Atlanta Falcons",21,14,264,2,295,1,1,0,0,1,0,0,1,1990,"Wayne Fontes","Jerry Glanville"
2,"Sun","1990-09-16","1:00PM","Miami Dolphins","Buffalo Bills",30,7,305,1,205,3,1,0,0,1,0,0,1,1990,"Don Shula","Marv Levy"
2,"Sun","1990-09-16","1:00PM","Chicago Bears","Green Bay Packers",31,13,303,1,270,5,0,1,0,0,1,1,0,1990,"Lindy Infante","Mike Ditka"
2,"Sun","1990-09-16","1:00PM","New York Jets","Cleveland Browns",24,21,362,0,259,2,1,0,0,1,0,0,1,1990,"Bruce Coslet","Bud Carson"
2,"Sun","1990-09-16","1:00PM","New England Patriots","Indianapolis Colts",16,14,310,1,207,5,0,1,0,0,1,1,0,1990,"Ron Meyer","Rod Rust"
2,"Sun","1990-09-16","1:00PM","Phoenix Cardinals","Philadelphia Eagles",23,21,234,1,327,3,0,1,0,0,1,1,0,1990,"Buddy Ryan","Joe Bugel"
2,"Sun","1990-09-16","1:00PM","Los Angeles Rams","Tampa Bay Buccaneers",35,14,389,0,255,2,0,1,0,0,1,1,0,1990,"Ray Perkins","John Robinson"
2,"Sun","1990-09-16","4:00PM","Cincinnati Bengals","San Diego Chargers",21,16,302,3,417,3,0,1,0,0,1,1,0,1990,"Dan Henning","Sam Wyche"
2,"Sun","1990-09-16","4:00PM","New York Giants","Dallas Cowboys",28,7,369,3,156,4,0,1,0,0,1,1,0,1990,"Jimmy Johnson","Bill Parcells"
2,"Sun","1990-09-16","4:00PM","Minnesota Vikings","New Orleans Saints",32,3,310,0,253,5,1,0,0,1,0,0,1,1990,"Jerry Burns","Jim Mora"
2,"Sun","1990-09-16","4:00PM","Los Angeles Raiders","Seattle Seahawks",17,13,326,0,344,1,0,1,0,0,1,1,0,1990,"Chuck Knox","Art Shell"
2,"Sun","1990-09-16","4:00PM","San Francisco 49ers","Washington Redskins",26,13,487,1,328,0,1,0,0,1,0,0,1,1990,"George Seifert","Joe Gibbs"
2,"Sun","1990-09-16","8:00PM","Pittsburgh Steelers","Houston Oilers",20,9,123,0,309,4,1,0,0,1,0,0,1,1990,"Chuck Noll","Jack Pardee"
2,"Mon","1990-09-17","9:00PM","Denver Broncos","Kansas City Chiefs",24,23,399,2,441,1,1,0,0,1,0,0,1,1990,"Dan Reeves","Marty Schottenheimer"
3,"Sun","1990-09-23","1:00PM","Chicago Bears","Minnesota Vikings",19,16,255,1,285,2,1,0,0,1,0,0,1,1990,"Mike Ditka","Jerry Burns"
3,"Sun","1990-09-23","1:00PM","Cincinnati Bengals","New England Patriots",41,7,346,2,302,5,1,0,0,1,0,0,1,1990,"Sam Wyche","Rod Rust"
3,"Sun","1990-09-23","1:00PM","San Diego Chargers","Cleveland Browns",24,14,266,2,262,4,0,1,0,0,1,1,0,1990,"Bud Carson","Dan Henning"
3,"Sun","1990-09-23","1:00PM","Houston Oilers","Indianapolis Colts",24,10,372,3,252,4,1,0,0,1,0,0,1,1990,"Jack Pardee","Ron Meyer"
3,"Sun","1990-09-23","1:00PM","New Orleans Saints","Phoenix Cardinals",28,7,297,1,297,2,1,0,0,1,0,0,1,1990,"Jim Mora","Joe Bugel"
3,"Sun","1990-09-23","1:00PM","Washington Redskins","Dallas Cowboys",19,15,214,1,234,3,1,0,0,1,0,0,1,1990,"Joe Gibbs","Jimmy Johnson"
3,"Sun","1990-09-23","1:00PM","Kansas City Chiefs","Green Bay Packers",17,3,271,1,257,4,0,1,0,0,1,1,0,1990,"Lindy Infante","Marty Schottenheimer"
3,"Sun","1990-09-23","1:00PM","New York Giants","Miami Dolphins",20,3,310,0,158,3,1,0,0,1,0,0,1,1990,"Bill Parcells","Don Shula"
3,"Sun","1990-09-23","4:00PM","San Francisco 49ers","Atlanta Falcons",19,13,445,1,369,3,1,0,0,1,0,0,1,1990,"George Seifert","Jerry Glanville"
3,"Sun","1990-09-23","4:00PM","Denver Broncos","Seattle Seahawks",34,31,422,1,369,3,1,0,0,1,0,0,1,1990,"Dan Reeves","Chuck Knox"
3,"Sun","1990-09-23","4:00PM","Philadelphia Eagles","Los Angeles Rams",27,21,405,3,281,2,0,1,0,0,1,1,0,1990,"John Robinson","Buddy Ryan"
3,"Sun","1990-09-23","4:00PM","Los Angeles Raiders","Pittsburgh Steelers",20,3,273,1,208,3,1,0,0,1,0,0,1,1990,"Art Shell","Chuck Noll"
3,"Sun","1990-09-23","8:00PM","Tampa Bay Buccaneers","Detroit Lions",23,20,323,1,307,2,1,0,0,1,0,0,1,1990,"Ray Perkins","Wayne Fontes"
3,"Mon","1990-09-24","9:00PM","Buffalo Bills","New York Jets",30,7,451,1,249,2,0,1,0,0,1,1,0,1990,"Bruce Coslet","Marv Levy"
4,"Sun","1990-09-30","1:00PM","Buffalo Bills","Denver Broncos",29,28,197,3,410,5,1,0,0,1,0,0,1,1990,"Marv Levy","Dan Reeves"
4,"Sun","1990-09-30","1:00PM","Indianapolis Colts","Philadelphia Eagles",24,23,357,2,409,1,0,1,0,0,1,1,0,1990,"Buddy Ryan","Ron Meyer"
4,"Sun","1990-09-30","1:00PM","New York Giants","Dallas Cowboys",31,17,334,0,284,2,1,0,0,1,0,0,1,1990,"Bill Parcells","Jimmy Johnson"
4,"Sun","1990-09-30","1:00PM","Green Bay Packers","Detroit Lions",24,21,412,2,338,0,0,1,0,0,1,1,0,1990,"Wayne Fontes","Lindy Infante"
4,"Sun","1990-09-30","1:00PM","Miami Dolphins","Pittsburgh Steelers",28,6,324,1,160,3,0,1,0,0,1,1,0,1990,"Chuck Noll","Don Shula"
4,"Sun","1990-09-30","1:00PM","Tampa Bay Buccaneers","Minnesota Vikings",23,20,336,1,414,2,0,1,0,0,1,1,0,1990,"Jerry Burns","Ray Perkins"
4,"Sun","1990-09-30","4:00PM","Los Angeles Raiders","Chicago Bears",24,10,326,2,229,1,1,0,0,1,0,0,1,1990,"Art Shell","Mike Ditka"
4,"Sun","1990-09-30","4:00PM","Kansas City Chiefs","Cleveland Browns",34,0,259,1,270,3,1,0,0,1,0,0,1,1990,"Marty Schottenheimer","Bud Carson"
4,"Sun","1990-09-30","4:00PM","New York Jets","New England Patriots",37,13,499,2,258,4,0,1,0,0,1,1,0,1990,"Rod Rust","Bruce Coslet"
